Country,ISO,Domain,Theme,Yes? (Metrics),Metrics,Total number of metrics,Priorities
Australia,AUS,Human Rights,"Programs and services targeted towards vulnerable groups (gender, age, ethnicity, status)***",,"Number of culturally and community‐focused diversionary programs available to Aboriginal and Torres Strait Islander people, and particularly young Aboriginal and Torres Strait Islander people. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.22, p. 26, p.31, & p.34} ~  Inclusion of cultural competencies within the range of organisations that interact with AOD clients. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.26, p.31, & p.35} ~ Number of long term filled positions and staff turnover rates among Aboriginal and Torres Strait Islander AOD workers. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.24} ~ Percentage of Aboriginal and Torres Strait Islander AOD workers receiving mentoring and support. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.24} ~ Number of Aboriginal and Torres Strait Islander individuals undergoing training as AOD workers, doctors, nurses, psychologists, social workers and addiction medicine doctors. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.24} ~ Number of workforce development programs among the broader AOD workforce that address culturally safe services to Indigenous Australians. Extent of involvement of Aboriginal and Torres Strait Islander peoples in service planning. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.24} ~ Career satisfaction, stress and burnout rates among Aboriginal and Torres Strait Islander staff providing AOD services. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.24} ~ Percentage of AOD roles that have child and family sensitive practice defined as a key workforce capability. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.20} ~ Proportion of AOD agencies which have implemented organisational policies, guidelines, practices and workforce development measures to support child and family sensitive practice. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.20} ~ Availability of workforce development resources and programs for the AOD sector focussed on enhancing child and family sensitive practice. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.20} ~ Number of AOD agencies that have developed links with child wellbeing/welfare/ family violence services. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.20} ~ Number of workforce development programs to enhance linkages between AOD and multicultural/ethno-specific agencies. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.25} ~ Number of bilingual and bicultural workers recruited. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.25} ~ Extent of involvement of CALD individuals in service planning. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.25} ~ Career satisfaction, stress and burnout rates among bilingual and bicultural workers providing AOD services {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.25} ~ Number of workforce development programs to enhance linkages between AOD and LGBTI specific agencies. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.26} ~ Career satisfaction, stress and burnout rates among LGBTI staff providing AOD services. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.26} ~ Number of LGBTI workers recruited. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.26} ~ Extent of involvement of LGBTI individuals in service planning. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.26} ~",,"Aboriginal and Torres Strait Islander ownership of solutions: Aboriginal and Torres Strait Islander people should be meaningfully included and genuinely consulted regarding the development of solutions to harmful AOD use. Aboriginal and Torres Strait Islander ownership of solutions should occur from inception and planning, right through to implementation and provision, and monitoring and evaluation of any solutions. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.4} ~ Approaches need to respect the cultural rights, values, beliefs and expectations of Aboriginal and Torres Strait Islander people. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.4} ~ Increase access to a full range of culturally responsive and appropriate programs, including prevention and interventions aimed at the local needs of individuals, families and communities to address harmful AOD use. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.4} ~ Mainstream AOD services are supported to deliver programs to address harmful AOD use in Aboriginal and Torres Strait Islander communities, families and individuals. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.5} ~ Culturally appropriate Aboriginal and Torres Strait Islander programs and services are supported that address prevention programs, the impact of alcohol, tobacco and other drugs on individuals and families, and within their communities. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.6} ~ Community leaders and Elders take responsibility and a leading role, in partnership with government, to design, deliver and evaluate alcohol, tobacco and other drugs programs. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.6} ~ On‐going partnerships with Aboriginal and Torres Strait Islander communities are needed to help reduce the causes, prevalence and harmful use of AOD among Aboriginal and Torres Strait Islander peoples. Community control is a process which recognises that local Aboriginal communities should assert control over their affairs in accordance with whatever protocols or procedures are determined by communities themselves. […] Where Aboriginal and Torres Strait Islander communities lack capacity, partnering with mainstream organisations to help build capacity should occur, provided that there is an agreement for Aboriginal and Torres Strait Islander people to take control within an agreed timeframe. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.14} ~ Mainstream AOD services are supported to deliver programs to address harmful AOD use in Aboriginal and Torres Strait Islander communities, families and individuals. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.20} ~ Culturally appropriate solutions that reflect Aboriginal and Torres Strait Islander cultural norms, practices and sensitivities are more likely to be effective than those targeting the broader population. More specifically, prevention programs targeting Aboriginal and Torres Strait Islander peoples that engage local perspectives can best incorporate and address local needs. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.23} ~ Culturally appropriate Aboriginal and Torres Strait Islander programs and services are supported that address prevention programs, the impact of alcohol, tobacco and other drugs on individuals and families, and within their communities. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.24} ~ Two key themes arising from community consultations are the importance of respecting and supporting Aboriginal community ownership and control of solutions to address AOD use and harms, and adopting a partnership approach based on respect. An effective way to achieve this is by developing and strengthening partnerships across all sectors that engage with Aboriginal and Torres Strait Islander peoples, as well as by ensuring that the latter’s perspectives, needs and participation are incorporated at all stages of any prevention and intervention programs. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.27} ~  Community leaders and Elders take responsibility and a leading role, in partnership with government, to design, deliver and evaluate alcohol, tobacco and other drugs programs. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.29} ~ Including a wide range of consumers and potential consumers in service provision and planning, including Aboriginal and Torres Strait Islander Australians; people from culturally and linguistically diverse backgrounds; people who are gay, lesbian, bisexual, transgender or intersex; and people with a disability {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.22} ~ Increase the capacity of the workforce to respond appropriately to AOD issues among Aboriginal and Torres Strait Islander peoples {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.23} ~ Establishing a national professional body for Aboriginal and Torres Strait Islander AOD workers {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.23} ~ Implementing measures to promote AOD work as a career of choice for Aboriginal graduates of high school, vocational education and training and tertiary education {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.23} ~ Ensuring that there is Aboriginal and Torres Strait Islander participation in service planning (both professionals and consumers) {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.23} ~ Ensuring that Aboriginal and Torres Strait Islander workers, particularly in remote regions, have the infrastructure (housing, office space, computers, transport, phones etc.) they require to adequately fulfil their roles {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.23} ~ Recognising and responding to the importance of gender balance among Aboriginal and Torres Strait Islander AOD workers {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.23} ~ Ensuring that new Aboriginal and Torres Strait Islander AOD workers participate in culturally appropriate orientation and induction programs {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.23} ~ Ensuring access to culturally secure AOD training and working environments which recognise the importance of Aboriginal and Torres Strait Islander ways of working {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.23} ~ Enhancing access to Aboriginal and Torres Strait Islander mentors and clinical supervisors {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.23} ~ Enhancing the number of Aboriginal and Torres Strait Islander individuals undergoing professional training as doctors, nurses, psychologists, social workers and addiction medicine doctors {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.23} ~ Enhancing capacity among Aboriginal and Torres Strait Islander primary health care workers to provide screening, assessment, brief intervention and referral services for Indigenous clients {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.24} ~ Improving linkages and better supporting Aboriginal and Torres Strait Islander AOD services and workers via consultancy, mentoring and clinical supervision arrangements {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.24} ~ Increase the capacity of the workforce to respond appropriately to AOD issues among culturally and linguistically diverse (CALD) groups {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.25} ~ Enhance capacity to cater for older AOD clients, as well as those with co-and multiple morbidities and other complex needs {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.18} ~ Enhance capacity to cater for older AOD clients, as well as those with co-and multiple morbidities and other complex needs {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.18} ~ Improve child and family sensitive practice {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.20} ~ Implementing organisational policies, guidelines and working environments which support child and family sensitive practice {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.20} ~ Ensuring that service provision arrangements are child and family friendly {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.20} ~ Incorporating details of client parenting/ family roles and risk factors into assessment processes {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.20} ~ Ensuring that interventions are tailored to family characteristics and needs {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.20} ~ Ensuring that workforce development programs are in place to support child and family sensitive practice. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.20} ~ Enhancing linkages between AOD services and multicultural/ethno-specific agencies at clinician and management levels {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.25} ~ Ensuring that there is CALD representation and participation in service planning {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.25} ~ Increasing consultation with CALD groups to identify their concerns in relation to AOD, as well as their prevention, informational and treatment needs {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.25} ~ Developing procedures which encourage the recruitment of bilingual/bicultural workers {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.25} ~ Including CALD representation in the development and focus-testing of prevention campaigns and in positive role models selected for campaigns {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.25} ~ Developing prevention programs with, and for, particular CALD communities, using CALD media channels and CALD community organisation-based programs {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.25} ~ Developing appropriate CALD training and resources for all AOD workers {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.25} ~ Increase the capacity of the workforce to respond appropriately to AOD issues among lesbian, gay, bisexual, transgender and intersex individuals {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.26} ~ Improving linkages between AOD services and LGBTI specific agencies at clinician and management levels {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.26} ~ Ensuring that there is LGBTI representation and participation in service planning {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.26} ~ Ensuring that all workers have access to the training and support they need for culturally aware and competent practice with LGBTI clients {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.26} ~ Better targeting LGBTI communities with AOD prevention/harm reduction campaigns and including LGBTI representation in the development and focus-testing of prevention campaigns {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.26} ~ Developing procedures which encourage the recruitment of LGBTI workers. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.26} ~ Implement evidence-based interventions in correctional environments. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.29} ~ Improve access to screening and targeted interventions for at-risk groups such as young people, people living in rural and remote communities, pregnant women and Aboriginal and Torres Strait Islander peoples {National Drug Strategy, 2010-2015, p.11} ~ Continue preventive approaches to alcohol, tobacco and other drug use during pregnancy, including community education {National Drug Strategy, 2010-2015, p.18} ~ Support community-based initiatives, including in Indigenous communities, to change the culture of smoking, harmful alcohol use and other drug use. {National Drug Strategy, 2010-2015, p.10} ~ Under the National Drug Strategy 2010–2015, socially inclusive strategies and actions are needed that recognise the particular vulnerabilities and needs of these disadvantaged groups. {National Drug Strategy, 2010-2015, p.7} ~ Sustain efforts to increase access to a greater range of culturally-sensitive services. {National Drug Strategy, 2010-2015, p.11} ~ Improve access to screening and targeted interventions for at-risk groups such as young people, people living in rural and remote communities, pregnant women and Aboriginal and Torres Strait Islander peoples {National Drug Strategy, 2010-2015, p.11} ~ Support more than 1,200 community sporting clubs to deliver prevention messages about ice, including sporting clubs in remote Indigenous communities. {National Ice Action Strategy, 2015, p.24} ~ Drug and alcohol treatment programmes are delivered in prisons and the correctional system {National Ice Action Strategy, 2015, p.13} ~  Indigenous Australians may access treatment in Indigenous-specific or mainstream services {National Ice Action Strategy, 2015, p.13} ~ Increase investment in the alcohol and other drug sector, including for Indigenous-specific drug and alcohol services {National Ice Action Strategy, 2015, p.24} ~ Invest in research into medication for ice addiction and also into methamphetamine use in Indigenous communities {National Ice Action Strategy, 2015, p.25} ~"
Australia,AUS,Human Rights,Other/too general goals/metrics,,"Number of agencies with policies in place concerning consumer participation in AOD service provision, policy, planning and research. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.22} ~ Availability of education and training programs and resources for the AOD specialist workforce on the practicalities and benefits of consumer participation in service provision, policy, planning and research. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.22} ~ Extent of consumer participation in service provision, policy, planning and research in the AOD field. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.22} ~ ",,"Improve consumer participation in AOD service provision, policy, planning and research {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.21} ~ Ensuring that state/territory/organisational policies are in place concerning requirements for consumer participation in service provision, policy and planning, entailing genuine participation in decision-making processes {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.21} ~ Developing a National AOD Consumer Participation Toolkit for service providers and consumers covering practical strategies and guidance on initiating and maintaining consumer participation in drug treatment services (Australian Injecting and Illicit Drug Users League (AIVL), 2008) {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.21} ~ Developing education and training resources for AOD workers (including management boards, senior management, managers and front line staff) concerning the practicalities and benefits of consumer involvement {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.22} ~ Developing education and training resources for consumers to enhance their involvement {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.22} ~ Enhancing opportunities for consumers to contribute to education and training programs for staff of AOD services {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.22} ~ Ensuring that consumers are involved in the planning of research programs undertaken by AOD services {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.22} ~ Ensuring that these education and training programs focus on issues such as referral pathways, harm minimisation, early/brief intervention, reducing the stigma associated with AOD problems and the often chronic and relapsing nature of AOD problems {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.27} ~ conduct initial assessments of offenders to ascertain their specific AOD-related needs {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.30} ~ Developing and implementing measures to reduce the stigma associated with working within the AOD sector {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.14} ~ Furthermore, all services need to work together to reduce stigma attached to seeking treatment. {National Drug Strategy, 2010-2015, p.12} ~ Develop a sustained and comprehensive stigma reduction strategy to improve community and service understanding and attitudes towards drug dependence, help seeking and the related problems of individuals. {National Drug Strategy, 2010-2015, p.12} ~ "
Australia,AUS,Demand,Disaggregated by age,,"For all drug types—average age of initiation of drug use is also an important indicator. {National Drug Strategy, 2010-2015, p.23} ~ ",,"prevent uptake and delay onset of drug use {National Drug Strategy, 2010-2015, p.ii} ~ Prevent uptake and delay onset of drug use {National Drug Strategy, 2010-2015, p.10} ~ "
Australia,AUS,Demand,Estimates of illicit drug users,,"Levels of illicit and licit drug use. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.5 & p.34} ~ The 2007 National Drug Strategy Household Survey shows the proportion of people reporting recent use of illegal drugs fell from 22 per cent in 1998 to 13.4 per cent in 2007. The recent use of cannabis—the most commonly used illegal drug—fell from 17.9 per cent in 1998 to 9.1 per cent in 2007 {National Drug Strategy, 2010-2015, p.4} ~ For illegal drugs—prevalence is defined as the proportion of people who used an illegal drug in the previous 12 months, for each drug type. {National Drug Strategy, 2010-2015, p.23} ~ an estimated 200,000 Australians reported that they used ice in 2013, compared to an estimated 100,000 in 2007 {National Ice Action Strategy, 2015, p.8} ~ Number of people using ice at least weekly {National Ice Action Strategy, 2015, p.9} ~ Frequency of use by ice users {National Ice Action Strategy, 2015, p.9} ~ Australian populations with high rates of ice use {National Ice Action Strategy, 2015, p.9} ~ Reasons given for continued ice use by ice users {National Ice Action Strategy, 2015, p.21} ~ increasing the frequency and quality of population prevalence data {National Ice Action Strategy, 2015, p.25} ~ continuing the Drug Use Monitoring in Australia programme {National Ice Action Strategy, 2015, p.25} ~ ",1,"to prevent the uptake and/or delay the onset of use of alcohol, tobacco and other drugs; reduce the misuse of alcohol and the use of tobacco and other drugs in the community; reduce the misuse of alcohol and the use of tobacco and other drugs in the community; and support people to recover from dependence and reintegrate with the community. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.4} ~ Preventing the uptake and/or delaying the onset of use of alcohol, tobacco and other drugs {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.1} ~ reducing the misuse of alcohol and the use of tobacco and other drugs in the community {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.1} ~ reduce the misuse of alcohol and the use of tobacco and other drugs in the community {National Drug Strategy, 2010-2015, p.ii} ~ reduce use of drugs in the community, support people to recover from dependence and reconnect with the community {National Drug Strategy, 2010-2015, p.ii} ~ Reduce use of drugs in the community {National Drug Strategy, 2010-2015, p.10} ~ The overall objective of the Strategy is to prevent people from using ice in the first place, help those who are using to stop, and to reduce the harms the drug is causing to users and the community. {National Ice Action Strategy, 2015, p.7} ~ "
Australia,AUS,Demand,"Prevalence of drug use by mode of administration (smoking, insufflation (snorting), oral, suppositories, injection)",,"Method of use by people receiving treatment for meth/amphetamines {National Ice Action Strategy, 2015, p.9} ~",,
Australia,AUS,Demand,Presence of prevention programming in law enforcement,,,,"Develop models of good practice to enable the timely sharing of information between police and relevant agencies concerning illicit drug trends and local referral options for those experiencing AOD harm {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.29} ~ "
Australia,AUS,Demand,Presence of prevention programming in the media,,,,"More focus will also be placed on the internet as an important emerging medium for prevention and treatment approaches and as a potentially effective tool for reaching new or hard to reach settings. {National Drug Strategy, 2010-2015, p.7} ~ Use the internet and other media to sustain and strengthen the provision of credible and accurate information about alcohol, tobacco and other drugs to target particular population groups {National Drug Strategy, 2010-2015, p.10} ~ Explore ways of influencing responsible media reporting and portrayal of alcohol, tobacco and other drug use. {National Drug Strategy, 2010-2015, p.10} ~ Develop and implement internet based approaches to target individuals with problematic drug use who do not think they have a problem and encourage them into treatment and/or other service supports. {National Drug Strategy, 2010-2015, p.19} ~ Media campaigns about ice and methamphetamine have been run nationally and in some jurisdictions {National Ice Action Strategy, 2015, p.12} ~ Deliver evidence-based targeted communication activities, including through social media and other innovative media. {National Ice Action Strategy, 2015, p.24} ~ "
Australia,AUS,Demand,Presence of prevention programming in schools,,"Availability of workforce development resources and programs for the education sector enabling them to enhance their capacity to prevent and reduce AOD harms among students. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.31} ~ Number of workforce programs to develop effective linkages between the education sector (primary, secondary, VET, tertiary) and specialist AOD sector (service providers, registered training organisations and research agencies) {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.31} ~",,"Promote the ability of the education sector to reduce AOD harm {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.31} ~ Ensuring that education sector workers have access to effective professional development, support and resources that enable them to: Provide accurate and age-appropriate programs about AOD for students; Assist students to gain the knowledge and skills to help them make informed decisions, solve problems and create closer links to education institutions and their families and peers; Increase student awareness of risky situations and strategies to reduce risks and harms; Create institutional environments which are safe, stable and discourage harmful AOD use; Implement policy frameworks which prevent and reduce AOD harm and respond appropriately to AOD-related incidents; and Create partnerships with specialist and generalist community agencies to facilitate referral if problems arise. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.31} ~ Provide education sector workers with a clearer synthesis and better dissemination of the current evidence base to enable them to make more informed decisions and choices concerning AOD education programs and activities. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.31} ~ Develop a tool to allow educational institutions to determine which approaches to AOD education will fit best with their priorities, demographics, location, budget, human resources, culture and profiles of risk behaviour {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.31} ~ Increasing AOD teaching in undergraduate clinical and public health/policy tertiary courses {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.15} ~ Improve the application of evidence based whole-of-school drug education policies and programs. {National Drug Strategy, 2010-2015, p.10} ~ School-based alcohol and other drug education programmes are run in each state and territory {National Ice Action Strategy, 2015, p.12} ~ We can complement our already significant existing efforts in school-based prevention and education activities by doing more to target those most at risk of using ice. We need to use existing local networks and supports, such as sporting clubs, to deliver prevention and education messages when and where they are needed. {National Ice Action Strategy, 2015, p.23} ~ Launch the ‘Positive Choices’ web portal to deliver up-to-date, accessible, and relevant information on ice to community organisations, parents, teachers and students. {National Ice Action Strategy, 2015, p.24} ~ "
Australia,AUS,Demand,Presence of prevention programming in the work place,,"Nationally consistent terminology to describe the roles of the specialist AOD prevention and treatment workforce. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.14} ~ Comprehensive knowledge of the extent and nature of the specialist AOD prevention and treatment workforce. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.14} ~ Percentage of agencies providing specialist AOD prevention and treatment services that report they are able to attract and retain requisite staff. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.16} ~ Appropriate turnover rates in specialist AOD prevention and treatment services. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.16} ~",,"Workforce initiatives are developed to enhance the capacity and capability of community‐controlled AOD services. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.5} ~ Workforce initiatives are developed to enhance the capacity and capability of community‐controlled AOD services. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.21} ~ Understand the specialist AOD prevention and treatment workforce: To be able to conduct effective workforce development and planning, information on three issues is required: The existing workforce and their characteristics; The demand for the workforce; and Entries to and exits from the workforce {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.13} ~ Developing a nationally agreed taxonomy of specialist AOD prevention and treatment roles as a basis for systematic workforce enhancement and workforce development. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.14} ~ Undertaking a national census of workers employed in specialist AOD prevention and treatment roles, including those working in non-specialist organisations. The census should utilise the nationally agreed data definitions, and be supplemented with other sources of data such as that provided by Health Workforce Australia, the Australian Bureau of Statistics and peak bodies. As well as basic demographic/occupational data, the census should collect information on issues such as employment intentions, Indigenous status, ethnicity and language skills. This information could be collated to create a comprehensive picture of the current workforce. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.14} ~ Using this workforce data along with projections of treatment demand to enhance workforce planning and identify workforce needs. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.14} ~ Better defining career pathways for workers in prevention roles {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.15} ~ Enhance the capacity of generalist health, community, welfare and support services workers to prevent and reduce AOD harm {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.27} ~ Raise awareness of the harmful impacts of drug use in the workplace including through resources that promote improved practice and better links to treatment and other support. {National Drug Strategy, 2010-2015, p.19} ~ States and territories and employers run programs aimed at preventing alcohol and other drugs, including ice, in workplaces {National Ice Action Strategy, 2015, p.12} ~ We need to expand our efforts in high-risk workplaces so they are better able to prevent ice use and respond to ice when it emerges as an issue. {National Ice Action Strategy, 2015, p.23} ~ Develop strategies to increase prevention and education about ice in high-risk industries such as mining, construction and transport. {National Ice Action Strategy, 2015, p.24} ~  "
Australia,AUS,Demand,Presence of prevention programming for youth,,,,"Support whole-of-government and whole-of-community efforts to build parenting and family capacity, creating communities that support the positive development of children. This may include evidence-based approaches to drug prevention in schools. {National Drug Strategy, 2010-2015, p.13} ~ Implement preventive support programs targeting life transition points—primary to secondary school, secondary school to tertiary education, school to work and prison to community—to help individuals develop the skills to manage the next stage of life. {National Drug Strategy, 2010-2015, p.13} ~ Strengthen evidence-based drug education initiatives to ensure they are appropriately targeted in terms of patterns of drug use through the life span and mode of delivery. {National Drug Strategy, 2010-2015, p.19} ~"
